Review Number,Form ID,Form Name,Form Version / Revision,Form Ownership,Page,Field ID,Field Key,Field Label,Mapping ID,Field Type,Source Type,Source Path,X,Y,Width,Height,Font Size,Current Multiline,Audit Recommended Multiline,Lee Approves Multiline,Current Mask,Audit Recommended Mask,Lee Approves Mask,Dimension Review Recommended,Lee Approves Dimension Review,Confidence,Audit Reason,Surrounding Content Risk,Dimension Notes,Existing Notes,Lee Notes,Review Status,Visual Reference
115,11,One to Four Residential,TXR-1601-05-04-2026,GLOBAL,9,a4822d94-0094-4de0-82ec-abfe48aee3b7,contract_add_district_notices_text,District Notices Addendum Text,b561009c-974f-41d4-8b7f-ec26f8281a67,text,manual_only,,256.42,425.2,313.44,28.21,9,false,true,,false,false,,false,,MEDIUM CONFIDENCE,Narrative field with ~2-line capacity; mask not recommended without line evidence.,Low — no mask recommended.,,TREC 20-19 / TXR 1601 One to Four Family Residential Contract estimated placement | lines=0; cap=2; underlineDerived=false,,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-11.pdf#page=9
116,11,One to Four Residential,TXR-1601-05-04-2026,GLOBAL,9,71782c8b-390e-4618-9f87-766cd7fde593,contract_add_other_text,Other Addendum Text,d9f39f7e-9204-4513-bf61-9a6531fea92b,text,manual_only,,116.92,539.77,440,28,9,false,true,,false,false,,false,,MEDIUM CONFIDENCE,Narrative field with ~2-line capacity; mask not recommended without line evidence.,Low — no mask recommended.,,TREC 20-19 / TXR 1601 One to Four Family Residential Contract estimated placement | lines=0; cap=2; underlineDerived=false,,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-11.pdf#page=9
117,20,Residential Condominium Contract (Resale),TXR-1605-05-04-2026,GLOBAL,1,75358af0-183c-47d4-9bcb-87e8691b4e66,CONTRACT_PROPERTY_EXCLUSIONS,Contract Property Exclusions,6a7e2c2d-d327-4526-b531-74c0fd9513cd,text,manual_only,,102.34,413.17,450.41,11.29,,false,true,,false,false,,true,,REVIEW REQUIRED,Narrative purpose but current height is ~1 line — dimension increase may be needed to cover the printed writing area.,Enlarging may approach amount columns or following rows — review carefully.,Height 11.29pt ≈ 1 line(s). Expand only after confirming intended lined region on the PDF.,"P2A(4) exclusions rule y=374.9. Multi-line blank; mapped on the first line only, per Form 11 practice. | lines=1; cap=1; underlineDerived=false",,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-20.pdf#page=1
118,20,Residential Condominium Contract (Resale),TXR-1605-05-04-2026,GLOBAL,4,68ab207d-d60c-4262-b96d-4135f8f8e639,contract_specific_repairs,Specific Repairs,001f0f4a-4604-4084-b15e-cd385371cadb,text,manual_only,,300.4,418.5,250.8,14,,false,true,,false,false,,true,,REVIEW REQUIRED,Narrative purpose but current height is ~1 line — dimension increase may be needed to cover the printed writing area.,Enlarging may approach amount columns or following rows — review carefully.,Height 14pt ≈ 1 line(s). Expand only after confirming intended lined region on the PDF.,"P7D(2) rule y=361.1. Multi-line blank; mapped on the first line only, per Form 11 practice. | lines=1; cap=1; underlineDerived=false",,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-20.pdf#page=4
119,20,Residential Condominium Contract (Resale),TXR-1605-05-04-2026,GLOBAL,5,da9e14f5-6f26-4d0a-9f13-7e8097fed433,CONTRACT_SPECIAL_PROVISIONS,Special Provisions,aee30999-0b10-438b-915f-88494b374958,text,,,64.94,445.86,489.39,19.49,,false,true,,false,false,,true,,REVIEW REQUIRED,Narrative purpose but current height is ~1 line — dimension increase may be needed to cover the printed writing area.,Enlarging may approach amount columns or following rows — review carefully.,Height 19.49pt ≈ 1 line(s). Expand only after confirming intended lined region on the PDF.,"P11 three-line blank (rules y=344, 335, 326). Multi-line blank; mapped on the first line only, per Form 11 practice. | lines=2; cap=1; underlineDerived=false",,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-20.pdf#page=5
120,20,Residential Condominium Contract (Resale),TXR-1605-05-04-2026,GLOBAL,5,603c0263-3c4a-4bbe-b132-4215c2a1d41e,contract_condo_association_transfer_charges_cap,Association Transfer Charges Cap,0a8b95d4-c5d1-480d-bdf9-ab7164770b2a,text / currency,manual_only,,340.2,632.8,94.7,14,,false,true,,false,false,,true,,REVIEW REQUIRED,Narrative purpose but current height is ~1 line — dimension increase may be needed to cover the printed writing area.,Enlarging may approach amount columns or following rows — review carefully.,Height 14pt ≈ 1 line(s). Expand only after confirming intended lined region on the PDF.,P12A(3) rule y=146.8. Condo-only paragraph with no 1-4 analogue. | lines=1; cap=1; underlineDerived=false,,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-20.pdf#page=5
121,20,Residential Condominium Contract (Resale),TXR-1605-05-04-2026,GLOBAL,7,a4822d94-0094-4de0-82ec-abfe48aee3b7,contract_add_district_notices_text,District Notices Addendum Text,a358f166-bb1f-4e30-9d04-994158645588,text,manual_only,,285,651.1,263,14,,false,true,,false,false,,true,,REVIEW REQUIRED,Narrative purpose but current height is ~1 line — dimension increase may be needed to cover the printed writing area.,Enlarging may approach amount columns or following rows — review carefully.,Height 14pt ≈ 1 line(s). Expand only after confirming intended lined region on the PDF.,"P22 underscore run at baseline y=130.5. Multi-line blank; mapped on the first line only, per Form 11 practice. | lines=0; cap=1; underlineDerived=false",,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-20.pdf#page=7
122,20,Residential Condominium Contract (Resale),TXR-1605-05-04-2026,GLOBAL,7,71782c8b-390e-4618-9f87-766cd7fde593,contract_add_other_text,Other Addendum Text,61e40e26-4ef0-47be-bbbb-fef76fd325c2,text,manual_only,,122.4,733.1,428,14,,false,true,,false,false,,true,,REVIEW REQUIRED,Narrative purpose but current height is ~1 line — dimension increase may be needed to cover the printed writing area.,Enlarging may approach amount columns or following rows — review carefully.,Height 14pt ≈ 1 line(s). Expand only after confirming intended lined region on the PDF.,"P22 underscore run at baseline y=48.5. Multi-line blank; mapped on the first line only, per Form 11 practice. | lines=0; cap=1; underlineDerived=false",,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-20.pdf#page=7
123,18,Residential Lease,TXR-2001-01-05-2026,GLOBAL,1,4741e57c-5b75-4374-a7b2-d1edba7b6931,txr_2001_property_legal_description,Legal description,a5af5bfc-13a7-42aa-9b85-0e9bf69db8f5,text,packet_property,legal_description,75.05,368.12,504.23,17.96,9,false,true,,false,false,,true,,REVIEW REQUIRED,Narrative purpose but current height is ~1 line — dimension increase may be needed to cover the printed writing area.,Enlarging may approach amount columns or following rows — review carefully.,Height 17.96pt ≈ 1 line(s). Expand only after confirming intended lined region on the PDF.,TXR-2001 Residential Lease first-pass manual/visual placement | lines=0; cap=1; underlineDerived=false,,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-18.pdf#page=1
124,18,Residential Lease,TXR-2001-01-05-2026,GLOBAL,2,a7e24bc5-e0e9-446e-845a-c6348e44767e,txr_2001_rent_due_other_text,Other rent due date/details,476fabd2-6a4a-44e8-8b5f-fe25f1c54484,text,manual_only,,125,199,452,16,9,false,true,,false,false,,true,,REVIEW REQUIRED,Narrative purpose but current height is ~1 line — dimension increase may be needed to cover the printed writing area.,Enlarging may approach amount columns or following rows — review carefully.,Height 16pt ≈ 1 line(s). Expand only after confirming intended lined region on the PDF.,TXR-2001 Residential Lease first-pass manual/visual placement | lines=0; cap=1; underlineDerived=false,,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-18.pdf#page=2
125,18,Residential Lease,TXR-2001-01-05-2026,GLOBAL,7,6b3e506e-33b6-448a-8da9-9279e14f4877,TXR_2001_MOVE_IN_LANDLORD_CONDITIONS,Landlord move-in conditions,d695416c-7522-4567-a0df-ffc232f6a69a,text,manual_only,,77.81,224.08,486.26,23.74,9,false,true,,false,false,,false,,MEDIUM CONFIDENCE,Narrative field with ~2-line capacity; mask not recommended without line evidence.,Low — no mask recommended.,,TXR-2001 Residential Lease first-pass manual/visual placement | lines=0; cap=2; underlineDerived=false,,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-18.pdf#page=7
126,18,Residential Lease,TXR-2001-01-05-2026,GLOBAL,7,c87c03a5-bf42-4449-af96-95763bdc7a2f,TXR_2001_INVENTORY_CONDITION_DUE_DAYS,Days to deliver inventory/condition form,68c0e227-5a35-42ac-92ee-224ed2084a6d,number,manual_only,,170,270,46,16,9,false,true,,false,false,,true,,REVIEW REQUIRED,Narrative purpose but current height is ~1 line — dimension increase may be needed to cover the printed writing area.,Enlarging may approach amount columns or following rows — review carefully.,Height 16pt ≈ 1 line(s). Expand only after confirming intended lined region on the PDF.,TXR-2001 Residential Lease first-pass manual/visual placement | lines=0; cap=1; underlineDerived=false,,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-18.pdf#page=7
127,18,Residential Lease,TXR-2001-01-05-2026,GLOBAL,8,711e2263-1dc3-4028-9300-992172549f3d,txr_2001_yard_maintenance_contract_other,Other contractor name/details,3039b00c-66ff-44d4-9016-7633b55e6ec5,text,manual_only,,278,646,293,16,9,false,true,,false,false,,true,,REVIEW REQUIRED,Narrative purpose but current height is ~1 line — dimension increase may be needed to cover the printed writing area.,Enlarging may approach amount columns or following rows — review carefully.,Height 16pt ≈ 1 line(s). Expand only after confirming intended lined region on the PDF.,TXR-2001 Residential Lease first-pass manual/visual placement | lines=0; cap=1; underlineDerived=false,,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-18.pdf#page=8
128,18,Residential Lease,TXR-2001-01-05-2026,GLOBAL,9,a2179e44-944f-44b3-81be-76544adc5f10,txr_2001_emergency_repair_phone,Emergency repair phone,76acb3a5-681d-4d25-a255-c9bc9cd52f62,text,packet_contact,landlord_1.phone,181,561,137,16,9,false,true,,false,false,,true,,REVIEW REQUIRED,Narrative purpose but current height is ~1 line — dimension increase may be needed to cover the printed writing area.,Enlarging may approach amount columns or following rows — review carefully.,Height 16pt ≈ 1 line(s). Expand only after confirming intended lined region on the PDF.,TXR-2001 Residential Lease first-pass manual/visual placement | lines=0; cap=1; underlineDerived=false,,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-18.pdf#page=9
129,18,Residential Lease,TXR-2001-01-05-2026,GLOBAL,10,14da27da-1f12-437d-b7d8-4e60c9af92ae,TXR_2001_TENANT_SPECIFIC_REPAIR_ITEMS,Specific items/appliances tenant pays to repair,5f674501-6306-4364-a10c-b2c713fa7a3c,text,manual_only,,332,462,243.77,39.13,9,false,true,,false,false,,false,,MEDIUM CONFIDENCE,Tall narrative box (~3 lines) without conclusive line geometry; multiline recommended; mask only after visual confirm of printed lines.,Low — no mask recommended.,,TXR-2001 Residential Lease first-pass manual/visual placement | lines=0; cap=3; underlineDerived=false,,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-18.pdf#page=10
130,18,Residential Lease,TXR-2001-01-05-2026,GLOBAL,12,bc48623b-d1e0-46bd-9e44-7d3d796dcb91,TXR_2001_SPECIAL_PROVISIONS,Special provisions,d91c2b34-528a-474f-9eca-1d7b336cb54a,text,manual_only,,59.81,147.08,504.23,64.15,9,false,true,,false,false,,false,,MEDIUM CONFIDENCE,Tall narrative box (~5 lines) without conclusive line geometry; multiline recommended; mask only after visual confirm of printed lines.,Low — no mask recommended.,,TXR-2001 Residential Lease first-pass manual/visual placement | lines=0; cap=5; underlineDerived=false,,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-18.pdf#page=12
131,18,Residential Lease,TXR-2001-01-05-2026,GLOBAL,14,4a2600ab-f1d3-4a52-938b-568d937a4cef,txr_2001_addendum_custom_2_text,Custom addendum right,864f3f15-af1d-40ab-a1db-0157cfd4b775,text,manual_only,,333,156.05,208,16,9,false,true,,false,false,,true,,REVIEW REQUIRED,Narrative purpose but current height is ~1 line — dimension increase may be needed to cover the printed writing area.,Enlarging may approach amount columns or following rows — review carefully.,Height 16pt ≈ 1 line(s). Expand only after confirming intended lined region on the PDF.,TXR-2001 Residential Lease first-pass manual/visual placement | lines=0; cap=1; underlineDerived=false,,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-18.pdf#page=14
132,18,Residential Lease,TXR-2001-01-05-2026,GLOBAL,14,88ea79d1-85c6-4932-8d4e-5fc3f0ce8115,txr_2001_addendum_custom_1_text,Custom addendum left,54fe0b2a-be54-4b40-85d5-38824b89ff2d,text,manual_only,,74.56,158.62,215.97,12.31,9,false,true,,false,false,,true,,REVIEW REQUIRED,Narrative purpose but current height is ~1 line — dimension increase may be needed to cover the printed writing area.,Enlarging may approach amount columns or following rows — review carefully.,Height 12.31pt ≈ 1 line(s). Expand only after confirming intended lined region on the PDF.,TXR-2001 Residential Lease first-pass manual/visual placement | lines=0; cap=1; underlineDerived=false,,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-18.pdf#page=14
133,18,Residential Lease,TXR-2001-01-05-2026,GLOBAL,14,4abcb414-7a54-4e9b-a987-d7d805b5ed63,txr_2001_addendum_custom_4_text,Custom addendum right,ca7cfee0-bb0b-4c42-bce8-c8ce2891f947,text,manual_only,,334.03,166.56,212,16,9,false,true,,false,false,,true,,REVIEW REQUIRED,Narrative purpose but current height is ~1 line — dimension increase may be needed to cover the printed writing area.,Enlarging may approach amount columns or following rows — review carefully.,Height 16pt ≈ 1 line(s). Expand only after confirming intended lined region on the PDF.,TXR-2001 Residential Lease first-pass manual/visual placement | lines=0; cap=1; underlineDerived=false,,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-18.pdf#page=14
134,18,Residential Lease,TXR-2001-01-05-2026,GLOBAL,14,78306b90-53e3-4712-bb9d-f39c84440f73,txr_2001_addendum_custom_3_text,Custom addendum left,1272c0b3-a72c-46f5-bcd1-1c6ccca7f71d,text,manual_only,,75.6,169.64,215.97,10.77,9,false,true,,false,false,,true,,REVIEW REQUIRED,Narrative purpose but current height is ~1 line — dimension increase may be needed to cover the printed writing area.,Enlarging may approach amount columns or following rows — review carefully.,Height 10.77pt ≈ 1 line(s). Expand only after confirming intended lined region on the PDF.,TXR-2001 Residential Lease first-pass manual/visual placement | lines=0; cap=1; underlineDerived=false,,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-18.pdf#page=14
135,15,Residential Lease Listing,TXR-1102-01-05-2026,GLOBAL,1,36688331-3eca-4c40-b8ac-62eef3ceed6a,lease_listing_exclusions,Lease Listing Exclusions,130d7b31-6f48-4d03-8186-3ed4d6add9f7,text,manual_only,,304.2,523.79,281.12,28.21,9,false,true,,false,false,,false,,MEDIUM CONFIDENCE,Narrative field with ~2-line capacity; mask not recommended without line evidence.,Low — no mask recommended.,,TXR-1102 Residential Lease Listing Agreement first-pass placement | lines=0; cap=2; underlineDerived=false,,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-15.pdf#page=1
136,15,Residential Lease Listing,TXR-1102-01-05-2026,GLOBAL,7,caa9d332-f6c4-40ed-9377-4706f0b9539d,lease_known_financial_obligations_exception,Lease Known Financial Obligations Exception,a3c402f1-e8fe-40c6-a729-372e0d44be1a,text,manual_only,,253.41,492.29,140,14,9,false,true,,false,false,,true,,REVIEW REQUIRED,Narrative purpose but current height is ~1 line — dimension increase may be needed to cover the printed writing area.,Enlarging may approach amount columns or following rows — review carefully.,Height 14pt ≈ 1 line(s). Expand only after confirming intended lined region on the PDF.,TXR-1102 Residential Lease Listing Agreement first-pass placement | lines=0; cap=1; underlineDerived=false,,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-15.pdf#page=7
137,15,Residential Lease Listing,TXR-1102-01-05-2026,GLOBAL,7,c06fa26e-190c-4859-8abf-fa3ef919dfd2,lease_known_liens_exception,Lease Known Liens Exception,afda4688-a248-4ce5-8494-6169776f1bbd,text,manual_only,,83.71,517.8,460,14,9,false,true,,false,false,,true,,REVIEW REQUIRED,Narrative purpose but current height is ~1 line — dimension increase may be needed to cover the printed writing area.,Enlarging may approach amount columns or following rows — review carefully.,Height 14pt ≈ 1 line(s). Expand only after confirming intended lined region on the PDF.,TXR-1102 Residential Lease Listing Agreement first-pass placement | lines=0; cap=1; underlineDerived=false,,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-15.pdf#page=7
138,15,Residential Lease Listing,TXR-1102-01-05-2026,GLOBAL,7,fd46b700-a54b-40be-85f5-b5860c9c2c30,lease_optional_common_area_fees_exception,Lease Optional Common Area Fees Exception,ebb1ad66-5cb4-4416-a1c9-625ae64d8d31,text,manual_only,,202.23,581.76,369.87,24.11,9,false,true,,false,false,,false,,MEDIUM CONFIDENCE,Narrative field with ~2-line capacity; mask not recommended without line evidence.,Low — no mask recommended.,,TXR-1102 Residential Lease Listing Agreement first-pass placement | lines=0; cap=2; underlineDerived=false,,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-15.pdf#page=7
139,15,Residential Lease Listing,TXR-1102-01-05-2026,GLOBAL,7,3ee5158f-abb0-4264-b650-f8fa059560a8,lease_health_safety_condition_exception,Lease Health Safety Condition Exception,3ecc7474-1a04-400c-996d-1a622fa28faa,text,manual_only,,206.74,622.14,350.37,21.03,9,false,true,,false,false,,true,,REVIEW REQUIRED,Narrative purpose but current height is ~1 line — dimension increase may be needed to cover the printed writing area.,Enlarging may approach amount columns or following rows — review carefully.,Height 21.03pt ≈ 1 line(s). Expand only after confirming intended lined region on the PDF.,TXR-1102 Residential Lease Listing Agreement first-pass placement | lines=0; cap=1; underlineDerived=false,,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-15.pdf#page=7
140,15,Residential Lease Listing,TXR-1102-01-05-2026,GLOBAL,8,9a528faa-ffa9-43e4-9482-1e43347d78de,lease_special_provisions,Lease Special Provisions,7d480d19-50b6-463d-93d1-c69f2daa786f,text,manual_only,,68.2,544.45,480,60,9,false,true,,false,false,,false,,MEDIUM CONFIDENCE,Tall narrative box (~5 lines) without conclusive line geometry; multiline recommended; mask only after visual confirm of printed lines.,Low — no mask recommended.,,TXR-1102 Residential Lease Listing Agreement first-pass placement | lines=0; cap=5; underlineDerived=false,,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-15.pdf#page=8
141,15,Residential Lease Listing,TXR-1102-01-05-2026,GLOBAL,9,f93e9ef9-64e1-435f-9fa9-7a246c8b7607,lease_add_other_document_description,Lease Add Other Document Description,050948b0-11da-495f-be93-5f709eafd075,text,manual_only,,66.28,324.45,480,14,9,false,true,,false,false,,true,,REVIEW REQUIRED,Narrative purpose but current height is ~1 line — dimension increase may be needed to cover the printed writing area.,Enlarging may approach amount columns or following rows — review carefully.,Height 14pt ≈ 1 line(s). Expand only after confirming intended lined region on the PDF.,TXR-1102 Residential Lease Listing Agreement first-pass placement | lines=0; cap=1; underlineDerived=false,,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-15.pdf#page=9
142,15,Residential Lease Listing,TXR-1102-01-05-2026,GLOBAL,10,a92062be-4b38-4344-8818-7322bc84b789,lease_inventory_condition_form_days,Lease Inventory Condition Form Days,cb4ae84b-524a-49e4-9b29-dfe04157f3b1,text / integer,manual_only,,337.71,128.57,60,14,9,false,true,,false,false,,true,,REVIEW REQUIRED,Narrative purpose but current height is ~1 line — dimension increase may be needed to cover the printed writing area.,Enlarging may approach amount columns or following rows — review carefully.,Height 14pt ≈ 1 line(s). Expand only after confirming intended lined region on the PDF.,TXR-1102 Residential Lease Listing Agreement first-pass placement | lines=0; cap=1; underlineDerived=false,,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-15.pdf#page=10
143,15,Residential Lease Listing,TXR-1102-01-05-2026,GLOBAL,10,81c141e9-b296-4861-9bd5-e57222ac980b,lease_emergency_repair_phone,Lease Emergency Repair Phone,b8e1f0ef-0a94-4669-8ce8-84291d628d78,text,manual_only,,314.24,221.41,150,14,9,false,true,,false,false,,true,,REVIEW REQUIRED,Narrative purpose but current height is ~1 line — dimension increase may be needed to cover the printed writing area.,Enlarging may approach amount columns or following rows — review carefully.,Height 14pt ≈ 1 line(s). Expand only after confirming intended lined region on the PDF.,TXR-1102 Residential Lease Listing Agreement first-pass placement | lines=0; cap=1; underlineDerived=false,,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-15.pdf#page=10
144,15,Residential Lease Listing,TXR-1102-01-05-2026,GLOBAL,10,f65af418-e26e-4240-8f6d-6dea3cc9339d,lease_requirements_special_provisions,Lease Requirements Special Provisions,46ec0932-1d6a-4869-ae2d-b2dee7397f39,text,manual_only,,167.75,315.23,408.34,24.11,9,false,true,,false,false,,false,,MEDIUM CONFIDENCE,Narrative field with ~2-line capacity; mask not recommended without line evidence.,Low — no mask recommended.,,TXR-1102 Residential Lease Listing Agreement first-pass placement | lines=0; cap=2; underlineDerived=false,,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-15.pdf#page=10
145,47,RESIDENTIAL LEASING AND PROPERTY MANAGEMENT AGREEMENT,TXR-2201-01-05-2026,GLOBAL,1,9114e96b-3d67-406b-8cb0-8ab40af35da0,txr_2201_owner_entity_other_text,Owner Entity Other Description,38bb53b8-35a4-4275-af77-907b1b5433b4,text,manual_only,,298.5,190.7,165.7,14,9,false,true,,false,false,,true,,REVIEW REQUIRED,Narrative purpose but current height is ~1 line — dimension increase may be needed to cover the printed writing area.,Enlarging may approach amount columns or following rows — review carefully.,Height 14pt ≈ 1 line(s). Expand only after confirming intended lined region on the PDF.,underscore run in text after “other”; ends before comma | lines=0; cap=1; underlineDerived=false,,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-47.pdf#page=1
146,47,RESIDENTIAL LEASING AND PROPERTY MANAGEMENT AGREEMENT,TXR-2201-01-05-2026,GLOBAL,1,45c3a0f2-b733-4e5f-801e-ebf230ee0a39,txr_2201_owner_additional_contact,Owner Additional Contact Information,37662fd3-2206-4069-b83e-8a89e3331286,text,manual_only,,226.5,284.2,348.5,39.3,9,false,false,,false,false,,false,,REVIEW REQUIRED,Tall placement without clear narrative purpose — visual review before enabling multiline.,Low — no mask recommended.,,"**Short first line** after label (yTop≈298.2), then full rules yTop≈310.9 & 323.5 | lines=0; cap=3; underlineDerived=false",,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-47.pdf#page=1
147,47,RESIDENTIAL LEASING AND PROPERTY MANAGEMENT AGREEMENT,TXR-2201-01-05-2026,GLOBAL,1,d2a7f794-9260-406f-9f27-94fb753056eb,property_legal_description,Property Legal Description,b19d8882-64f6-462c-8598-08eca0fa0977,text,packet_property,legal_description,154.7,476.6,420.3,27.6,9,false,true,,false,false,,false,,MEDIUM CONFIDENCE,Narrative field with ~2-line capacity; mask not recommended without line evidence.,Low — no mask recommended.,,"**Short first line** after “legally described as:” (yTop≈490.6), then full rule yTop≈504.2 | lines=0; cap=2; underlineDerived=false",,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-47.pdf#page=1
148,47,RESIDENTIAL LEASING AND PROPERTY MANAGEMENT AGREEMENT,TXR-2201-01-05-2026,GLOBAL,1,ad6e89a8-24ef-4ba7-adaa-18ef862d39df,lease_non_real_estate_items,Lease Non Real Estate Items,4616f2e2-36da-4682-96f3-fe72b6587393,text,manual_only,,87.4,516.4,487.6,39.3,9,false,true,,false,false,,false,,MEDIUM CONFIDENCE,Tall narrative box (~3 lines) without conclusive line geometry; multiline recommended; mask only after visual confirm of printed lines.,Low — no mask recommended.,,"**Short first line** after “items:” (yTop≈530.4), then full rules yTop≈543.1 & 555.7 | lines=0; cap=3; underlineDerived=false",,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-47.pdf#page=1
149,47,RESIDENTIAL LEASING AND PROPERTY MANAGEMENT AGREEMENT,TXR-2201-01-05-2026,GLOBAL,2,e1d3d577-1f61-46e1-bcc4-9311533da573,txr_2201_mgmt_fee_other_text,Management Fee Other Description,db8c488f-f4bd-4c3c-a485-4a6db541e77b,text / currency,manual_only,,109,273.2,466,14,9,false,true,,false,false,,true,,REVIEW REQUIRED,Narrative purpose but current height is ~1 line — dimension increase may be needed to cover the printed writing area.,Enlarging may approach amount columns or following rows — review carefully.,Height 14pt ≈ 1 line(s). Expand only after confirming intended lined region on the PDF.,full rule after (2) | lines=0; cap=1; underlineDerived=false,,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-47.pdf#page=2
150,47,RESIDENTIAL LEASING AND PROPERTY MANAGEMENT AGREEMENT,TXR-2201-01-05-2026,GLOBAL,2,2b423e75-8d23-4009-87cc-d426ab843907,txr_2201_leasing_fee_other_text,Leasing Fee Other Description,4a45a19a-8468-45c4-a00b-7ca4c7ae48d5,text / currency,manual_only,,109,355.8,466,14,9,false,true,,false,false,,true,,REVIEW REQUIRED,Narrative purpose but current height is ~1 line — dimension increase may be needed to cover the printed writing area.,Enlarging may approach amount columns or following rows — review carefully.,Height 14pt ≈ 1 line(s). Expand only after confirming intended lined region on the PDF.,TXR-2201 form 47 visual placement (glyph-centered checkboxes) | lines=0; cap=1; underlineDerived=false,,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-47.pdf#page=2
151,47,RESIDENTIAL LEASING AND PROPERTY MANAGEMENT AGREEMENT,TXR-2201-01-05-2026,GLOBAL,2,db1ccce7-77f7-4f14-a21d-4483d024b294,txr_2201_renewal_fee_other_text,Renewal Fee Other Description,2e1c7939-3af2-4287-9c33-74b65be84a78,text / currency,manual_only,,109,438.6,466,14,9,false,true,,false,false,,true,,REVIEW REQUIRED,Narrative purpose but current height is ~1 line — dimension increase may be needed to cover the printed writing area.,Enlarging may approach amount columns or following rows — review carefully.,Height 14pt ≈ 1 line(s). Expand only after confirming intended lined region on the PDF.,TXR-2201 form 47 visual placement (glyph-centered checkboxes) | lines=0; cap=1; underlineDerived=false,,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-47.pdf#page=2
152,47,RESIDENTIAL LEASING AND PROPERTY MANAGEMENT AGREEMENT,TXR-2201-01-05-2026,GLOBAL,2,37933d69-8f38-4d00-afd5-78200b5301ac,txr_2201_maint_fee_other_text,Maintenance Fee Other Description,b3b74e86-a8c2-45b8-a523-3f9da6996165,text / currency,manual_only,,109,496.2,466,14,9,false,true,,false,false,,true,,REVIEW REQUIRED,Narrative purpose but current height is ~1 line — dimension increase may be needed to cover the printed writing area.,Enlarging may approach amount columns or following rows — review carefully.,Height 14pt ≈ 1 line(s). Expand only after confirming intended lined region on the PDF.,TXR-2201 form 47 visual placement (glyph-centered checkboxes) | lines=0; cap=1; underlineDerived=false,,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-47.pdf#page=2
153,47,RESIDENTIAL LEASING AND PROPERTY MANAGEMENT AGREEMENT,TXR-2201-01-05-2026,GLOBAL,3,e5a73c8d-755d-4e7d-bf1b-dcb3ba4d0378,txr_2201_offboard_fee_other_text,Off-Boarding Fee Other Description,72d9aff5-be65-422a-a280-5fed187a813f,text / currency,manual_only,,90,314.8,159,14,9,false,true,,false,false,,true,,REVIEW REQUIRED,Narrative purpose but current height is ~1 line — dimension increase may be needed to cover the printed writing area.,Enlarging may approach amount columns or following rows — review carefully.,Height 14pt ≈ 1 line(s). Expand only after confirming intended lined region on the PDF.,underscore-line glyph string / underscoreLines entry | lines=0; cap=1; underlineDerived=false,,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-47.pdf#page=3
